,text,label,timestamp
46685,"• A fifth confirmed case of the Wuhan coronavirus in the United States was reported on Sunday in Tempe , Arizona , where Arizona State University is located .
• The university told students , faculty , and staff that the individual with the virus does not live in on-campus housing and is not severely ill , according to an email sent by university officials .
• Anyone exposed to the individual will be contacted by ASU or the Maricopa County Department of Public Health , the email said .
Arizona State University told students and faculty on Sunday that @ @ @ @ @ @ @ confirmed in the university community , according to an email sent by ASU officials .
The university and the Maricopa County Department of Public Health ( MCDPH ) confirmed that the person lives in Tempe , where the university is located , but does not live in university housing , according to an email sent by Mark Searle , executive vice president and provost at the university , and Morgan Olsen , executive vice president and CFO of the university .
You can read the full email below .
The individual is not @ @ @ @ @ @ @ an effort to keep the virus from spreading , the email said .
The person recently traveled to Wuhan , China , where the virus is thought to have started , an Arizona Department of Health Services official told The State Press .
Anyone who may have been exposed to the individual with the virus will be notified by the university or MCDPH and given instructions on how to monitor for symptoms of the virus , the email said .
The university advised students , faculty , and staff to follow basic guidelines @ @ @ @ @ @ @ they are feeling sick .
The case in Arizona follows two confirmed cases in California , one in Chicago and one in Washington state .",1,1-2020
19625,"The Mill Valley Police Department said that the lockdown at Tam High has been lifted , as well as the shelter in place command for a 1/4 mile radius .
All students , according to police , were unaffected and were `` released as usual '' .
The shelter in place at Tam High has been lifted for the school and for the 1/4 mile radius .
All students are fine and are being released as usual .
Thanks very much for your patience and cooperation .
— Mill Valley Police ( @ MillValleyPD ) January 28 , 2020 Earlier @ @ @ @ @ @ @ that the school had been put on lockdown amid a `` police action at Tam High '' , calling on residents within 1/4 mile of the site to `` shelter in place '' .
Police later tweeted that all students were safe .
There is a police action at Tam High .
All students are safe and the school is on lockdown .
If you are within 1/4 mile of Tam High , please shelter in place .
Remain inside with the doors locked .
We will update you if conditions change .
@ @ @ @ @ @ @ ) January 27 , 2020 Netizens shared footage alleged to be from the site.​",0,1-2020
16376,"The Grammys go on , despite Kobe Bryant tragedy and Recording Academy trouble",1,1-2020
9518,"Your email address will not be published .
Required fields are marked Save my name , email , and website @ @ @ @ @ next time I comment .",0,1-2020
19616,"Measures include requesting Russian authorities to develop a system to inform the public about preventative care to minimize risks of @ @ @ @ @ , the creation of a plan for medical facilities to be prepared to accept new @ @ @ @ @ , increasing disinfection procedures in public places where large amounts of people gather .
According @ @ @ @ @ there are 80 confirmed deaths from the new coronavirus strain in China .
The total @ @ @ @ @ has surpassed 2,500 .
Two Russian universities are currently working on the development of a @ @ @ @ @ strain , according to Anna Popova , head of Rospotrebnadzor .",0,1-2020
19614,"Williams emphasised the risk posed to the greater public is minimal given that the patient has been in self-isolation .
On Saturday , Canadian Health Minister Patty Hajdu , announced that the first confirmed case of novel coronavirus was identified in Toronto .
Health Canada said the infected man had traveled to Wuhan , China , 14 days before coming down with the illness .
Ontario is currently investigating 19 cases of which two have been confirmed as having tested positive for the coronavirus .
Last week , Quebec ’ s Public Health Director Dr. Horacio Arruda said that Canadian @ @ @ @ @ @ @ the novel coronavirus .
Later , Quebec confirmed that each of the five individuals tested negative for the coronavirus .
On Monday , Dingxiangyuan , a Chinese internet service that specializes in medical information , reported that the number of people infected with the deadly new strain of the coronavirus has risen to 2,840 .
According to media reports out of China , 80 people have died from health complications associated with the novel coronavirus infection .
Confirmed cases have also been recorded in the United States , Japan , South Korea , @ @ @ @ @ @ @",0,1-2020
19615,"The deceased was a 50-year-old man who had gone to Wuhan , where first coronavirus cases were reported , on @ @ @ @ @ 15 , upon the man 's return to Beijing , his temperature rose .
He @ @ @ @ @ January 21 and the next day , the diagnosis was confirmed .
The man 's @ @ @ @ @ , despite the doctor 's efforts , he passed away .
As of 8 p.m. @ @ @ @ @ ) 80 cases of infection were registered in the Chinese capital .
The unknown type @ @ @ @ @ reported in Wuhan in early January and has since been confirmed by China and the @ @ @ @ @ a new strain of the coronavirus , currently labeled as 2019-nCoV or Novel Coronavirus .
@ @ @ @ @ coronavirus are typical of common cold or flu : fever , coughing , sneezing , @ @ @",0,1-2020
59101,"Below is the highlight reel from the October 18 , 2019 Global Pandemic Exercise in New York starring Coronavirus .
@ @ @ @ @ fictionalized epilogue of a post epidemic report in which 65 million people died , complete @ @ @ @ @ somber , older female reporter .
( She 'd never make it on Tik Tok @ @ @ @ @ of a plush pillow distributed at the meeting .
Night night .
Sleep tight .
@ @ @ @ @ bite ... without a global marketing plan that includes UPS , NBC , The Gates @ @ @ @ @ for Health Security",0,1-2020
75697,"Welcome to the Evening Standard 's daily podcast , The Leader , bringing you exclusive analysis and insight of the events setting the news agenda tonight .
The Leader is inspired by each evening 's Evening Standard 's editorial column , as it focusses on and dissects the day 's major news events across the capital , the country and the world .
11 million Chinese people are currently locked in the Coronavirus-struck city Wuhan , along with other international citizens .
Advice to American and French people within the capital is that to evacuate and they have been offered @ @ @ @ @ @ @ UK government however have not yet offered the same advice and some British citizens feel left in the dark .
Columnist Stephen King recently left China and has written about Coronavirus and other pandemics for the Evening Standard paper .
How Brexit could change our diet : This week the UK will leave the European Union and a lot of change is going to come – including how we eat .
Could this actually be good for our diet , and the environment ?
Associate editor Julian Glover tells The Leader podcast why @ @ @ @ @ @ @ health Overnight the world began to mourn Kobe Bryant who died in a helicopter crash alongside his daughter Gianna yesterday .
Thousands of fans have travelled to the LA Lakers home at the Staples centre in Los Angeles to pay tribute to the basketball hero .
The Evening Standard ’ s sport correspondent Matt Majendie joins The Leader to discuss why Bryant was one of basketball ’ s greatest ever players .
Listen to today 's episode of The Leader : And if you like The Leader , why not try our Morning @ @ @ @ @ @ @ Alexa smart speaker each day at 7am to start your day fully briefed .
Enable via the Alexa app , or ask Google Assistant to 'play the news from the Evening Standard' New : Daily podcast from the Evening Standard Subscribe to The Leader on Apple Podcasts , Spotify , Acast or your chosen podcast provider .
New episodes every weekday from 4pm .",1,1-2020
16375,"The Grammys go on , despite Kobe Bryant tragedy and Recording Academy trouble",1,1-2020
50714,"Tests by the U.S. Center for Disease Control and Prevention for a new strain of coronavirus were negative for the patient hospitalized in Colorado with respiratory symptoms after traveling from Wuhan , China , hospital officials said Sunday evening .
The patient has been discharged after coming to the emergency department at the Centura-St. Anthony Hospital , located in Lakewood , on Friday .
Hospital officials placed the patient in an isolation unit with a mask due to the patient ’ s travel from Wuhan , China , where the coronavirus death toll rose Sunday to 80 .
More than @ @ @ @ @ @ @ .
Chinese health authorities said the virus has the potential to spread with 769 cases confirmed over the past 24 hours .
Cases have been reported in Hong Kong , Macao , Thailand , Taiwan , Japan , South Korea , Vietnam , Singapore , Malaysia , Nepal , France , Canada , Australia and the United States .
U.S. health authorities have confirmed cases in Washington state , Chicago , Southern California and Arizona .
The Arizona patient , in Maricopa County , had traveled from Wuhan was confirmed with the virus @ @ @ @ @ @ @ global health are alarming to many people , Centura encourages individuals to continue to wash their hands , keep your distance from others who are sick , stay home when you are sick and practice overall good health habits , ” a hospital statement said .
“ If you are concerned about severe flu symptoms , please seek medical attention.
” Hundreds of thousands of Americans are hospitalized each year with flu symptoms .
The Associated Press contributed to this report .",1,1-2020
59545,"China ’ s northern neighbor Mongolia has decided to close border crossings and all universities across the country , in a bid to stop the rapid spread of the previously-unknown coronavirus that has killed more than 80 people .
All border crossings with China will remain closed for vehicles and pedestrians from Monday until March 2 , the state-run Montsame News Agency reported , citing a government meeting .
No restrictions were placed on railways and air travel .
All universities , vocational training centers and the popular Nairamdal international youth camp will also be closed during this time period @ @ @ @ @ @ @ Show to issue a warning to all who would infringe upon the Second Amendment rights of Americans : “ The entire country is going to stand against you.
” The government of the landlocked country to China ’ s north had earlier shut down schools and kindergartens in its effort to contain the spread of the virus .
Officials are currently working to repatriate 31 students from Wuhan , the central Chinese city hit hardest by the outbreak .
There have not been any confirmed cases of coronavirus in Mongolia so far .
@ @ @ @ @ @ @ in China since the start of the outbreak , and 15 major cities in the central Hubei Province have been quarantined .
Alex Jones talks to Tyler Nixon about the latest updates on Roger Stone ’ s punishment for opposing the establishment and winning .",0,1-2020
59544,"The developing markets of China and India will make up 35 percent of global gross domestic product ( GDP ) by 2060 , nearing the US and European nations ’ combined share , according to the Japan Center for Economic Research .
The Tokyo-based think tank says China ’ s share of the world ’ s economy will be about 20 percent and India ’ s nearly 16 percent , up from 17 percent and four percent in 2019 , respectively .
China is forecast to keep its current number-two position in the world GDP ranking until surpassing the United @ @ @ @ @ @ @ the world ’ s third-largest economy in 2060 , by which time China is predicted to be back at number two and the US in first place again .
The combined share of the United States and European economies will fall from over 50 percent in 2019 to 38 percent in 2060 , said the report .
European nations will have their collective share of GDP at a level slightly above India in 2060 , but their proportion of global GDP will have fallen significantly .
As China attempts to maintain information dominance @ @ @ @ @ @ @ while rumors of President Trump spreading a bio weapon swirl around from the belly of the mainstream media , John McCain ’ s widow shared insight into the culture of the elite .
Meanwhile Japan , once the world ’ s second-largest economy in the 20th century , will become a smaller , weaker player .
Its share of global GDP is predicted to fall to three percent in 2060 from six percent last year .
The report also said that digitalization , which has already started changing the industrial nature of advanced @ @ @ @ @ @ @ strongly affect emerging nations by 2060 .
The Wall Street Journal recently highlighted the fact that Alex Jones ’ 2007 documentary “ Endgame ” was taken off of Amazon Prime .",0,1-2020
65449,"Around 1,500 people have come back to the UK from virus-hit Wuhan since 10 January .
It is those people @ @ @ @ @ said , who should isolate themselves as it is not certain whether the coronavirus can @ @ @ @ @ are not displaying symptoms .
His announcement came as the death toll climbed above 80 @ @ @ @ @ in the locked-down city has told us he wants to get back to the UK @ @ @ @ @ the Foreign Office .",1,1-2020
12615,"From restaurant reservation cancellations to travelers eschewing trips to the homeland , many Chinese Chicagoans have taken a cautious approach @ @ @ @ @ Lunar New Year ’ s festivities due to a coronavirus outbreak in China , opting @ @ @ @ @ crowds to limit opportunities for exposure .
The virus reached Chicago last week when one @ @ @ @ @ caring for her ailing father in China was diagnosed with the respiratory disease .",1,1-2020
59541,"The number of coronavirus cases is probably ten times higher than is being reported by Chinese authorities .
Researchers say @ @ @ @ @ spread rapidly across China ’ s major cities , peaking in “ late April or @ @ @ @ @ 150,000 new cases ” every day .
Meanwhile , the infection has already started spreading @ @ @ @ @ the CDC has now confirmed cases in AZ , CA , IL and WA .",0,1-2020
31148,"REPORT : Chinese Man Uses Sanitary Pad as Face Mask in Coronavirus Crisis An image of a Chinese man using a sanitary pad as a mask amid the Coronavirus crisis ravaging parts of China did the rounds on social media the day before yesterday .
The tweet , from a now-deleted or suspended account , had garnered considerable traction .
Many found the photo of the perplexed man donning what was believed to be his wife ’ s sanitary pad quite amusing , despite the fact that factories are working tirelessly to cater for the enormous leap in demand for @ @ @ @ @ @ @ crisis .
A tweet posted to give further clarity on the image said : “ Meanwhile , N95 masks are sold out , so this gentleman has to his wife ’ s underwear for protection in # Wuhan.
” One tweeter said “ Improvise , Adapt , Overcome ” to a quote tweet attempting to explain the image .
While others corrected the tweet referring to the makeshift mask as “ underwear.
” China also has one of the biggest sanitary pad markets in the world as many reportedly use the menstruation product @ @ @ @ @ @ @ to tens of millions of Chinese citizens facing quarantine , with a rising death toll and increasing number of infected patients .
The virus has gone intercontinental as confirmed cases have been reported across several countries .
Doctors and medical professionals struggle to cope with the demand for healthcare .
A viral video showed a doctor yelling at state authorities out of frustration due to a lack of equipment and resources to face the tidal wave of inpatients .
A doctor who was affected by the flu-like virus died earlier today .
This @ @ @ @ @ @ @ 28 , 2020 at 6:39 am",0,1-2020
31149,"Deadly coronavirus outbreak DID start at the wild animal meat market in Wuhan where snakes , rats , beavers , foxes , wolf cubs and peacocks are caged and slaughtered to order , tests confirm The deadly Chinese coronavirus outbreak began at a wholesale animal market in Wuhan city , experts have confirmed .
Scientists from the Chinese Centre for Disease Control and Prevention said tests proved humans caught it from animals at the Huanan Seafood Wholesales Market .
It is not clear which animal was carrying the pneumonia-like illness but the market was home to stalls trading dozens of @ @ @ @ @ @ @ cubs .
Last week experts suggested the disease may have originated in snakes , which are known carriers of coronaviruses .
The Huanan market was a hotspot with locals , who could choose to buy their meat ‘ warm ’ meaning it had been slaughtered just moment prior .
‘ Thirty-one of the 33 positive samples were collected from the western zone of the market , where booths of wildlife trading concentrated , ’ the CDC said , according to China ’ s state-owned Xinhua news agency .
‘ The result suggests that @ @ @ @ @ @ @ to the trading of wild animals.
’ The epidemic has so far claimed the lives of more than 80 people and infected nearly 3,000 in a month – but experts predict that number to be closer to 100,000 .
This article was posted : Tuesday , January 28 , 2020 at 5:31 am",0,1-2020
31150,"Johnson & Johnson is ‘ pretty confident ’ it can make a coronavirus vaccine that gives ‘ long-term ’ protection – but it may take a year to develop Johnson & Johnson has joined the ranks of scientists , governments , universities and companies working on a coronavirus – and i ’ ts ‘ pretty confident ’ it can create one , it ’ s chief scientists said Monday .
Dr Paul Stoffels said in a CNBC Squawk Box interview that J & J had begun work on a vaccine two weeks ago , but admitted it would likely take @ @ @ @ @ @ @ and have it ready to market .
Many entities are now racing to find a way to innoculate humans against the new coronavirus that emerged in China in December and has since spread to nearly 3,000 worldwide , including five in the US .
Another 110 patients are currently being tested for coronavirus in the US , which Monday elevated its travel warning to advise against necessary travel to China , the State Department announced , in an effort to slow the virus ’ s spread .
This virus has thus far proven @ @ @ @ @ @ @ transmission than its cousin , SARS , kindling urgent searches for treatments and vaccines .
‘ We have dozens of scientists working on this so we ’ re pretty confident we can get something made that will work and stay active for the longer term , ’ said Dr Stoffels .
This article was posted : Tuesday , January 28 , 2020 at 5:29 am",0,1-2020
72379,"The global coronavirus that has killed over 100 people and sickened thousands across national borders has the potential to jump from China to become a worldwide pandemic .
Thus you ’ d think the Chinese government would want the aid of the most advanced medical organization in the world , the U.S. Centers for Disease Control and Prevention .
HHS Secretary Alex Azar told media that the Chinese have refused more than one offer of help from the U.S. to send CDC officials to China to assist in fighting the outbreak .
RELATED : Supreme Court Allows Trump to Restrict @ @ @ @ @ @ @ The authoritarian Chicom regime is sensitive about losing face to the Americans and admitting its health programs are not up to Western standards .
It also likely thinks the U.S. mission would be filled with U.S. Intelligence operatives .
Hopefully , they would be right .
Azar went on to say the virus is possibly a “ very serious public health threat ” but that currently the threat in the U.S. is low .
At public places in DC , as students from the virus ground zero in China ’ s Wuhan province @ @ @ @ @ @ @ Church , VA , thousands of workers and tourists yesterday could be seen wearing surgical masks as they made their way around the city .
This piece originally appeared in LifeZette and is used by permission .
Read more at LifeZette : Rocket Strikes U.S. Embassy in Baghdad More GOP Senators Could Defect in Impeachment Trial Bolton Manuscript Leaked , Romney and Collins May Vote Against the President",0,1-2020
58540,"One person is in isolation at home in San Diego County after they were tested for a new strain of coronavirus after traveling to an area of China affected by an outbreak of the virus .
On Sunday , the potential case was reported to the county ’ s health agency , and after consulting with a hospital , a specimen was collected and sent to the Centers for Disease Control and Prevention , the only entity currently capable of testing for this novel coronavirus , according to the county .
Coronaviruses are a large family of viruses common in @ @ @ @ @ @ @ camels , cattle , cats and bats .
2019 Novel Coronavirus , or 2019-nCoV , is a new respiratory virus first identified in Wuhan , Hubei province , China , according to the CDC .
In China , there have been almost 2,800 confirmed cases of the virus and 80 deaths , according to the World Health Organization .
On Sunday , the California Department of Public Health confirmed that one person in Los Angeles County and another in Orange County tested positive for the virus .
Health officials in San Diego County @ @ @ @ @ @ @ results back Tuesday .
Overall , the immediate health risk from nCoV 2019 to the general public is low .
“ The risk of infection for the general public is minimal , ” said Dr. Wilma Wooten , San Diego County public health officer .
“ If you have not traveled to an area where the virus has been detected or had close contact with a patient who tested positive for this type of coronavirus , the risk of infection is very low .
”",1,1-2020
56563,"WATCH : Wuhan Citizen Risks His Life To Tell The Truth About The Coronavirus Situation In Wuhan China A brave @ @ @ @ @ risked his life to post a video on YouTube , revealing the truth about the @ @ @ @ @ .
The man said the Communist Party in China is handling the situation incredibly poorly @ @ @ @ @ of Chinese citizens may die from the virus .",0,1-2020
27670,"Oil prices rebounded markedly ( snapping a 5-day losing streak ) from mid-October lows today on no particular news out of China at all ( except bad news ) .
There ’ s some short-covering “ after the worst-case demand scenario got priced in , ” said John Kilduff , a partner at Again Capital LLC in New York .
Sentiment improved after the sell off captured the attention of Saudi Arabia and China ramped up efforts to contain the outbreak , he said .
“ They ’ ve shown the market they ’ re not going to take this @ @ @ @ @ @ @ 's see what the initial impact of oil demand fears were on inventories .
Despite expectations for a modest build , API reported a crude inventory drawdown of 4.27mm ... WTI was hovering around $ 53.50 ahead of the print , and jumped modestly higher on the API data ...
Despite the gains on Tuesday , investors remain cautious of the pathogen ’ s potential to destabilize oil demand .
“ There ’ s a wait-and-see attitude that seems to be driving markets right now , ” said Steeves .
“ The virus @ @ @ @ @ @ @ much demand destruction occurs and how long that lasts , ” he said .
Finally , in the realm of hope , Ed Morse , head of commodities research at Citigroup , warned oil bears that OPEC+ could extend and deepen cuts at the next meeting in March to “ take into account lower demand in the world ” resulting from the coronavirus in China .
Morse added that the latest oil price drop due to coronavirus is “ overdone by about $ 5 .
”",0,1-2020
9520,"A chinese national from the quarantined city of Wuhan went on social to brag about sneaking out of the country via the airport , even though she was showing symptoms of the coronavirus .
She managed to successfully suppress her cough and symptoms , fooling befuddled airport security officers .
She did such a good job at hiding her symptoms , the thermal detectors were even fooled .
She then jettisoned out of the country and to France , where she went on to dine at a Michelin star restaurant .
Shortly after her “ escape , ” the airports @ @ @ @ @ @ @ then went on to chronicle her trickery online on social media .
She gallivanted across at least France after landing in Paris , because the photos were taken in the french city of Lyon .
“ Finally I can have a good meal , I feel like I ’ ve been starving for two days .
When you are in a gourmet city of course you have to eat Michelin [ food ] , ” she wrote .
“ Just before I left , I had a low fever and cough .
I @ @ @ @ @ @ @ eat [ fever-reducing ] medicine .
I kept on checking my temperature .
Luckily I managed to get it down and my exit was smooth.
” The chinese government , naturally embarrassed , had the embassy track the woman down though , and according to the embassy , her symptoms are under control .
Whatever that means .",0,1-2020
56564,"Barriers are in place around China , preventing individuals from traveling the country as is customary during the Chinese New Year .
Food shortages are being reported as the year of the rat starts on a terrible note .
Chinese citizens in the cities impacted because of the coronavirus are feeling the impact of the virus whether they are infected or not .
Many shopping centers across China are running out of food : In other locations , stores are reporting food shortages in staples such as rice and other food products : As we noted yesterday , the individuals @ @ @ @ @ @ @ to grow crops are the lucky ones .
They can live off of their bags or rice and dried food for a couple of months .
The people in the big cities however are at risk already , as the stores are beginning to run out of foodstuffs .
The cause of the coronavirus is of much debate around the world .
Some claim that the unique food habits and consumption in areas like Wuhan in Hubei Province are the reason .
Pictures from this part of the world show people eating bat @ @ @ @ @ @ @ snakes up their noses in grotesque shock shows in public .
Others claim that the virus may have leaked from a center in Wuhan that worked with the coronavirus : The rumors in China are that the US was involved .
Hong Kong schools announced they are closed now through the end of February .
Unfortunately , this is just the beginning and something the China economy could not afford at this time .",0,1-2020
16380,"New York Times reporter writing a bin Salman book was targeted with NSO Group spyware , report says",1,1-2020
16379,"New York Times reporter writing a bin Salman book was targeted with NSO Group spyware , report says",1,1-2020
16378,Why 2020 is shaping up to be a strong year for IPOs,1,1-2020
16377,Why 2020 is shaping up to be a strong year for IPOs,1,1-2020
59546,"Gold is once again proving its reputation as the traditional safe haven during times of uncertainty .
The price of the precious metal has been rising amid continuing worries over the spread of the coronavirus .
Bullion has gained $ 20 an ounce to reach a 7-year high of $ 1,585 this week , before easing to around $ 1,578 per ounce on Tuesday .
It has led the rally of other metals , including silver and platinum .
Analysts say gold will continue to gain and could top $ 2,000 in the not-too-distant future .
The safe-haven metal last @ @ @ @ @ @ @ $ 1,900 in 2011 in the midst of the European debt crisis .
Mike Adams and Alex Jones explain to the public how to prepare against the coming chaos .
Investors are nervous about a litany of factors beyond coronavirus fears , says Ralph Aldis , a portfolio manager with US Global Investors .
According to him , loose monetary policy around the world is creating an unhealthy environment for stocks .
Even big global central banks are starting to hoard gold “ as if they were Scrooge McDuck , ” he said @ @ @ @ @ @ @ banks have been pouring money into the market .
With money flow driving stocks instead of earnings , that makes people more jittery , ” Aldis told CNN .
David Beahm , president and CEO of Blanchard & Company , says investors should have between 10 percent and 15 percent of their portfolio in metals.
“ This year will be another one of double digit percentage growth for gold .
It could hit new all-time highs and top $ 2,000 , if not this year then sometime soon on the horizon , ” @ @ @ @ @ @ @ Energy Corporation and chairman of GoldMining , Amir Adnani told Kitco News there are many factors and market uncertainties that could push gold prices higher .
Many obstacles still remain before a breakout to the upside is imminent , he added .
Alex Jones breaks down Bill Gate ’ s involvement in ‘ Pandemic ’ and how he is using his tax-free billions to help with the globalist depopulation agenda .",0,1-2020
59547,"China ’ s embassy in Denmark is demanding a public apology from a local newspaper for publishing a cartoon of the Chinese flag with its five yellow stars depicted as Coronavirus particles .
The single-panel cartoon that appeared in Monday ’ s edition of Jyllands-Posten was described as an “ insult to China ” that “ hurt the feelings of the Chinese people.
” “ Without any sympathy and empathy , it [ the cartoon ] has crossed the bottom line of civilized society and the ethical boundary of free speech and offends human conscience , ” said the embassy @ @ @ @ @ @ @ indignation and demand that Jyllands-Posten and Niels Bo Bojesen [ the Danish artist of the cartoon ] regret their mistake and publicly apologize to the Chinese people.
” The newspaper ’ s editor-in-chief Jacob Nybroe refused to apologize , saying the cartoon was not meant as an insult .
“ We can not apologize for something that we don ’ t believe is wrong , ” said Nybroe .
“ We have no intention of demeaning or mocking the situation in China and we don ’ t think the drawing does that.
” @ @ @ @ @ @ @ coronavirus very quickly illustrates that they [ China , ed . ]
are battling a virus , ” he added .
“ That ’ s it.
” Already , Danish politicians from across the spectrum have expressed support of the newspaper while slamming China ’ s request .
“ China ’ s reaction is a sad repetition of the principle of the Mohammed crisis , ” said Conservative Party leader Soren Pape Poulsen .
“ China should NOT claim an apology for the media ’ s editorial line .
Full support for Jyllands-Posten.
@ @ @ @ @ @ @ published satirical drawings of the Islamic prophet Mohammad back in 2005 that caused outrage across the Muslim world .
Alex Jones breaks down Bill Gate ’ s involvement in ‘ Pandemic ’ and how he is using his tax-free billions to help with the globalist depopulation agenda .",0,1-2020
59548,"Steve Pieczenik and Savanah Hernandez discuss the Coronavirus outbreak with Tom Pappert on this LIVE edition of War Room , @ @ @ @ @ Also catch the streams at infowars.com/show and Banned.video .
Make sure to follow Owen on @ @ @ @ @ Show : It ’ s Official : Coronavirus Now a Global Pandemic – US Officials @ @ @ @ @ on West Coast Alex Jones is live on air laying out exclusive information vital to @ @ @ @ @ Link The Coronavirus is now a global pandemic according to previously-used metrics on outbreaks : @ @ @ @ @ the latest information on the Wuhan coronavirus On this Tuesday transmission of The David Knight @ @ @ @ @ and John Birch Society CEO Art Thompson join the program to talk Trump , impeachment @ @ @ @ @ the war on free speech .
Remember to share this censored link to join Infowars @ @ @ @ @ the First Amendment .",0,1-2020
31151,"Air France is still offering RETURN flights from London Heathrow to coronavirus-ravaged Wuhan THIS WEEKEND A brazen airliner is still selling flights from London to the coronavirus-ravaged Chinese city of Wuhan from as early as this weekend , MailOnline can reveal .
For as little as £205 travellers can book online with Air France to fly from Heathrow to the outbreak ’ s epicentre on Sunday evening .
The journey involves an overnight stay at the Paris Charles de Gaulle Airport in the French capital but arrives in Wuhan on Wednesday morning , local time .
MailOnline was able to @ @ @ @ @ @ @ them to the checkout on Air France ’ s website .
The plane would have supposedly flown out of Wuhan on Thursday morning bound for Heathrow .
It comes despite Wuhan and the wider Hubei province , home to around 60million people , supposedly being completely sealed off and quarantined .
Airports were reported to have been shut , planes grounded , and trains and buses banned from leaving or entering the region in a desperate bid to stop the outbreak .
The Foreign Office warned ‘ against all travel to Hubei province @ @ @ @ @ @ @ ’ , adding ‘ if you are in this area and able to leave , you should do so ’ .
MailOnline understands airliners have been given a preliminary travel ban into the city which expires on Sunday .
But it is presumed the ban will be extended .
This article was posted : Tuesday , January 28 , 2020 at 5:27 am",0,1-2020
103,"HONG KONG — Even some pro-establishment politicians here are backing calls for the government to close the border with mainland China , regardless of the economic impact and the potential political fallout from the decision .
Beijing has sovereignty over Hong Kong , but under the “ one country , two systems ” arrangement , Hong Kong maintains its own immigration system .
James Tien , a prominent businessman and honorary chairman of the pro-business and pro-Beijing Liberal Party , urged the government to consider starting by closing the mainland border for a period of a month .
Though it @ @ @ @ @ @ @ for someone who ’ s advocated for a business-friendly environment , “ special times call for special measures , ” Tien wrote in a Facebook post .
The territory is already reeling from the impact of eight months of political unrest over fears that Hong Kong ’ s autonomy is being eroded by Beijing .
Tourism has been hit particularly hard , with a pronounced drop in visitors from mainland China .
Some unions even in this sector , however , are similarly advocating for the border closure , arguing that the government @ @ @ @ @ @ @ gain .
“ If everyone is unwell , economics won ’ t be important anymore , ” said Alex Tsui , chairman of the pro-democracy Hong Kong Hotel Employees Union , noting that the 2003 SARS epidemic that hit the territory particularly hard spread through hotels .
“ Our industry is very high risk , and hotels are a dangerous place for a virus to spread , ” he said .
“ The safety of the Hong Kong people and our hotel workers have to be the priority.
” The Hong Kong government @ @ @ @ @ @ @ those delivering health care and other essential public services , to work from home after the Lunar New Year holiday , which ends on Tuesday .
Sports facilities and museums have been closed indefinitely , and major banks , financial institutions and law firms have also asked workers to self-quarantine .
Trading however will return to normal on Wednesday .",1,1-2020
54523,"The Trump administration today stopped short of declaring a public health emergency for the Wuhan coronavirus but extended screening for @ @ @ @ @ airports .
HHS Secretary Alex Azar said at a briefing the administration has offered assistance @ @ @ @ @ authorities either directly or in conjunction with the World Health Organization but has not yet @ @ @ @ @ representatives are still talking .
The CDC already has a limited presence in China but @ @ @ @ @ more epidemiological expertise on the ground , both to assist the Chinese and learn more @ @ @ @ @ Azar spoke , the WHO announced it struck an agreement with China to bring in @ @ @ @ @ as possible , '' but did n't elaborate on details such as whether American officials @ @ @ @",1,1-2020
9519,"Democrats rushed to defend the Coronavirus today after seeing President Donald Trump criticize the virus .
The democrats were quick to call the President a racist , bigot , and anti immigrant .
“ coronaviruses everywhere just want to come to the US for a better life .
It ’ s wrong to try and deny them that right.
” Said Elizabeth Warren .
” we need to stop being distracted by the Coronavirus and focus on the real problem .
And right now that problem is Donald Trump !
” Said Bernie .
The coronavirus has been found trying @ @ @ @ @ @ @ multitude of ways , from crossing the southern border with Mexico to sneaking in through airports .
Those caught with the coronavirus are detained in hospitals for observation .
Some of them children .
“ We should not be detaining coronavirus infected children alone in hospitals , where the conditions are not suitable for kids .
These coronakids are seperated from their parents , which is wrong and shameful .
We should be detaining their parents too so that no family can be seperated.
” Said Bernie Sanders .
He continued , “ @ @ @ @ @ @ @ would NEVER throw an innocent child into a gulag without throwing their entire family in with them as well .
”",0,1-2020
31152,"Would you buy a communications system from an oppressive , secretive , totalitarian regime which may be responsible for perhaps @ @ @ @ @ the catastrophic Spanish Flu outbreak of 1919 ?
Even before the coronavirus raised its terrifying @ @ @ @ @ from China ’ s Huawei looked like a bad idea for Britain .
Now it @ @ @ @ @ most stupid idea since the Trojans saw the Wooden Horse their Greek enemies had left @ @ @ @ @ and said : “ Nice !
Let ’ s drag it inside.
” To recap @ @ @ @ @ for ‘ fifth generation ’ — is the next wave of wireless telecoms technology .
@ @ @ @ @ of allies from the U.S. to Australia , the British government has decided to award @ @ @ @ @ vital communications system to a country which is not only a major geopolitical rival but @ @ @ @ @ spying on its competitors : China .
According to MP and ex-soldier Tom Tugendhat this @ @ @ @ @ was posted : Tuesday , January 28 , 2020 at 7:11 am",0,1-2020
